,KL,bs,config_file,data,data_split_seed,decrease_from,det_test_acc,do,dwp_samples,ens,ens[10]_test_acc,epochs,gamma,gpu_id,hid_dim,id,init,kernel_dim,kl_weight,l2,l2_norm,lamb,log_dir,loss,lr,model,n_classes,name,net_cfg,num_examples,pretrained,prior,prior+init,resume,root,samp_test_acc,sec,seed,start_kl,start_stoch,t,test_acc,test_bs,test_loss,test_nll,time,tmp,train_acc,train_loss,train_nll,vae,vae_hid_dim,vae_var,z_dim
199,16138.8564453125,256,None,shapes,2,0,0.9934010152284264,,1.0,10.0,0.9934010152284264,200,0.5,7,20,5168,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,100,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005168-2018-08-14-23-06-30,0.9928934010152284,0.15105843544006348,2,1.0,1.0,200,,500,17574.718484871093,0.07584571093320848,2018-08-14 23:06:30,False,1.0,16147.002997398376,0.08146552085876464,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
399,12662.98409375,256,None,shapes,1,0,0.9954314720812184,,1.0,10.0,0.9954314720812184,200,0.5,7,20,5169,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005169-2018-08-14-23-06-31,0.9949238578680204,0.104081392288208,1,1.0,1.0,200,,500,12383.54270304367,0.027078043669462204,2018-08-14 23:06:31,False,1.0,12673.476608837129,0.02098503017425537,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
599,20468.599609375,256,None,shapes,0,0,0.7512690355329951,,1.0,10.0,0.7502538071065991,200,0.5,6,20,5170,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,20,,sn,sn (vae init),,exman-train-bnn.py/runs/005170-2018-08-14-23-06-31,0.7482233502538072,0.11498785018920897,0,1.0,1.0,200,,500,20469.2066295743,0.6070201992988586,2018-08-14 23:06:31,False,1.0,20470.354667186737,0.08775289058685302,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
799,20474.220703125,256,None,shapes,0,0,0.9786802030456851,,1.0,10.0,0.9786802030456851,200,0.5,2,20,5171,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,100,,sn,sn (vae init),,exman-train-bnn.py/runs/005171-2018-08-14-23-06-31,0.9786802030456851,0.11645269393920897,0,1.0,1.0,200,,500,20474.32145821303,0.10075508803129196,2018-08-14 23:06:31,False,1.0,20479.302546978,0.05081843852996826,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
999,20470.677734375,256,None,shapes,2,0,0.9106598984771572,,1.0,10.0,0.9091370558375634,200,0.5,3,20,5172,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,40,,sn,sn (vae init),,exman-train-bnn.py/runs/005172-2018-08-14-23-06-31,0.9081218274111676,0.1367495059967041,2,1.0,1.0,200,,500,20470.948427140716,0.27069276571273804,2018-08-14 23:06:31,False,1.0,20474.15296554565,0.08688077926635743,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
1199,20997.0380859375,256,None,shapes,3,0,0.8218274111675127,,1.0,10.0,0.8213197969543147,200,0.5,4,20,5173,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,10,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005173-2018-08-14-23-06-31,0.8218274111675127,0.10726308822631836,3,1.0,1.0,200,,500,22361.944569468502,1.13646399974823,2018-08-14 23:06:31,False,1.0,20997.2499833107,0.021189737319946292,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
1399,17726.915283203125,256,None,shapes,2,0,0.9898477157360406,,1.0,10.0,0.9893401015228428,200,0.5,5,20,5174,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,30,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005174-2018-08-14-23-06-31,0.9893401015228428,0.13031482696533206,2,1.0,1.0,200,,500,19218.176475018263,0.09230753779411316,2018-08-14 23:06:31,False,1.0,17728.370974302292,0.04852303663889567,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
1599,16078.96044921875,256,None,shapes,2,0,0.9873096446700508,,1.0,10.0,0.9868020304568528,200,0.5,4,20,5175,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,20,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005175-2018-08-14-23-06-31,0.9873096446700508,0.1124563217163086,2,1.0,1.0,200,,500,17140.734003983438,0.10216804593801497,2018-08-14 23:06:31,False,1.0,16079.981383085249,0.051046693325042726,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
1799,22202.07788085937,256,None,shapes,3,0,0.9949238578680204,,1.0,10.0,0.9949238578680204,200,0.5,6,20,5176,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,30,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005176-2018-08-14-23-06-31,0.9934010152284264,0.09444093704223633,3,1.0,1.0,200,,500,23475.418806932867,0.08531083911657332,2018-08-14 23:06:31,False,1.0,22205.132883548737,0.10183342297871907,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
1999,20473.80859375,256,None,shapes,1,0,0.9776649746192894,,1.0,10.0,0.9786802030456851,200,0.5,3,20,5177,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,100,,sn,sn (vae init),,exman-train-bnn.py/runs/005177-2018-08-14-23-06-31,0.9766497461928934,0.09284496307373047,1,1.0,1.0,200,,500,20473.905977033082,0.0973832830786705,2018-08-14 23:06:31,False,1.0,20478.12756633758,0.043189725875854484,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
2199,20469.681640625,256,None,shapes,2,0,0.8609137055837564,,1.0,10.0,0.8619289340101522,200,0.5,2,20,5178,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,30,,sn,sn (vae init),,exman-train-bnn.py/runs/005178-2018-08-14-23-06-31,0.8583756345177666,0.10492491722106934,2,1.0,1.0,200,,500,20470.073136746883,0.3914961218833923,2018-08-14 23:06:31,False,1.0,20472.292780399323,0.08703799247741699,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
2399,20468.51171875,256,None,shapes,3,0,0.7461928934010152,,1.0,10.0,0.7472081218274111,200,0.5,2,20,5179,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,20,,sn,sn (vae init),,exman-train-bnn.py/runs/005179-2018-08-14-23-06-31,0.7477157360406091,0.13865995407104492,3,1.0,1.0,200,,500,20469.48987621069,0.9781574606895448,2018-08-14 23:06:31,False,1.0,20469.87031531334,0.06792982816696166,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
2599,20467.576171875,256,None,shapes,3,0,0.6812182741116751,,1.0,10.0,0.6842639593908629,200,0.5,1,20,5180,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,10,,sn,sn (vae init),,exman-train-bnn.py/runs/005180-2018-08-14-23-06-31,0.6842639593908629,0.11364030838012695,3,1.0,1.0,200,,500,20468.626924514767,1.0507526397705078,2018-08-14 23:06:31,False,1.0,20468.28916072845,0.07129888534545899,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
2799,20469.544921875,256,None,shapes,0,0,0.8375634517766497,,1.0,10.0,0.8360406091370558,200,0.5,7,20,5181,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,30,,sn,sn (vae init),,exman-train-bnn.py/runs/005181-2018-08-14-23-06-31,0.8431472081218274,0.0856471061706543,0,1.0,1.0,200,,500,20469.913039118048,0.3681172430515289,2018-08-14 23:06:31,False,1.0,20471.77257490158,0.07425510088602702,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
2999,19277.41925048828,256,None,shapes,0,0,0.9923857868020304,,1.0,10.0,0.9923857868020304,200,0.5,4,20,5182,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,40,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005182-2018-08-14-23-06-31,0.9918781725888324,0.09146451950073242,0,1.0,1.0,200,,500,19328.534940451384,0.0728432834148407,2018-08-14 23:06:31,False,1.0,19279.945561885834,0.06315778493881226,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
3199,20467.72265625,256,None,shapes,0,0,0.7390862944162436,,1.0,10.0,0.7401015228426396,200,0.5,5,20,5183,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,10,,sn,sn (vae init),,exman-train-bnn.py/runs/005183-2018-08-14-23-06-31,0.7355329949238578,0.13264107704162598,0,1.0,1.0,200,,500,20468.577275931835,0.8546196818351746,2018-08-14 23:06:31,False,1.0,20468.919373989105,0.11967177391052244,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
3399,20467.677734375,256,None,shapes,2,0,0.7522842639593909,,1.0,10.0,0.7517766497461928,200,0.5,7,20,5184,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,10,,sn,sn (vae init),,exman-train-bnn.py/runs/005184-2018-08-14-23-06-31,0.7517766497461928,0.09015154838562013,2,1.0,1.0,200,,500,20468.567891299725,0.8901569247245789,2018-08-14 23:06:31,False,1.0,20468.653769493103,0.09760351181030273,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
3599,17684.094116210938,256,None,shapes,2,0,0.9923857868020304,,1.0,10.0,0.9918781725888324,200,0.5,6,20,5185,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,40,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005185-2018-08-14-23-06-31,0.9928934010152284,0.09330606460571288,2,1.0,1.0,200,,500,18986.088166959584,0.08407760411500931,2018-08-14 23:06:31,False,1.0,17687.053300380707,0.07397960424423218,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
3799,19842.54345703125,256,None,shapes,1,0,0.9883248730964468,,1.0,10.0,0.9862944162436548,200,0.5,6,20,5186,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,100,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005186-2018-08-14-23-06-31,0.9857868020304568,0.0915822982788086,1,1.0,1.0,200,,500,18810.55606238544,0.10049597918987274,2018-08-14 23:06:31,False,1.0,19851.84861946106,0.0930516242980957,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
3999,20468.64453125,256,None,shapes,2,0,0.8401015228426396,,1.0,10.0,0.8370558375634518,200,0.5,1,20,5187,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,20,,sn,sn (vae init),,exman-train-bnn.py/runs/005187-2018-08-14-23-06-31,0.8395939086294416,0.09065842628479004,2,1.0,1.0,200,,500,20469.458732545376,0.8142012953758241,2018-08-14 23:06:31,False,1.0,20470.371627092358,0.08635479211807251,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
4199,20475.115234375,256,None,shapes,3,0,0.9791878172588832,,1.0,10.0,0.9776649746192894,200,0.5,5,20,5188,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,100,,sn,sn (vae init),,exman-train-bnn.py/runs/005188-2018-08-14-23-06-31,0.9761421319796956,0.09442687034606934,3,1.0,1.0,200,,500,20475.22627368569,0.11103931069374083,2018-08-14 23:06:31,False,1.0,20481.469860076904,0.06354625701904297,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
4399,17204.50341796875,256,None,shapes,2,0,0.9527918781725888,,1.0,10.0,0.9517766497461928,200,0.5,3,20,5189,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,10,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005189-2018-08-14-23-06-31,0.9512690355329948,0.0848531723022461,2,1.0,1.0,200,,500,18148.517418637868,0.16658855974674225,2018-08-14 23:06:31,False,1.0,17204.999879837036,0.049646186828613284,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
4599,18227.835876464844,256,None,shapes,1,0,0.9898477157360406,,1.0,10.0,0.9908629441624366,200,0.5,5,20,5190,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,40,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005190-2018-08-14-23-06-32,0.9898477157360406,0.08964157104492188,1,1.0,1.0,200,,500,17000.1204675287,0.09776245057582857,2018-08-14 23:06:32,False,1.0,18231.637438058853,0.095039039850235,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
4799,17667.109497070312,256,None,shapes,0,0,0.9893401015228428,,1.0,10.0,0.9893401015228428,200,0.5,3,20,5191,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,30,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005191-2018-08-14-23-06-32,0.9903553299492386,0.08750247955322266,0,1.0,1.0,200,,500,17559.11049696803,0.08034560084342958,2018-08-14 23:06:32,False,1.0,17668.831436991688,0.05739799737930298,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
4999,20474.90625,256,None,shapes,2,0,0.9761421319796956,,1.0,10.0,0.9771573604060914,200,0.5,4,20,5192,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,100,,sn,sn (vae init),,exman-train-bnn.py/runs/005192-2018-08-14-23-06-32,0.9751269035532996,0.11198234558105467,2,1.0,1.0,200,,500,20475.00788377225,0.10163377225399016,2018-08-14 23:06:32,False,1.0,20480.63079929352,0.05724549293518065,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
5199,20469.5234375,256,None,shapes,1,0,0.9137055837563453,,1.0,10.0,0.9142131979695431,200,0.5,1,20,5193,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,30,,sn,sn (vae init),,exman-train-bnn.py/runs/005193-2018-08-14-23-06-32,0.9142131979695431,0.110001802444458,1,1.0,1.0,200,,500,20469.786545693878,0.26310819387435913,2018-08-14 23:06:32,False,1.0,20471.782326698303,0.07529630661010743,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
5399,20602.2685546875,256,None,shapes,3,0,0.8467005076142132,,1.0,10.0,0.8467005076142132,200,0.5,5,20,5194,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,20,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005194-2018-08-14-23-06-32,0.8467005076142132,0.08845067024230957,3,1.0,1.0,200,,500,22136.91974133253,0.8311182856559753,2018-08-14 23:06:32,False,1.0,20603.94558942318,0.08385173678398132,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
5599,20470.48828125,256,None,shapes,0,0,0.8629441624365483,,1.0,10.0,0.8634517766497461,200,0.5,1,20,5195,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,40,,sn,sn (vae init),,exman-train-bnn.py/runs/005195-2018-08-14-23-06-32,0.8664974619289341,0.08969926834106445,0,1.0,1.0,200,,500,20470.883317530155,0.3950362801551819,2018-08-14 23:06:32,False,1.0,20473.379918575287,0.07229093313217164,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
5799,18445.98107910156,256,None,shapes,1,0,0.9558375634517766,,1.0,10.0,0.9553299492385788,200,0.5,4,20,5196,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,30,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005196-2018-08-14-23-06-32,0.9563451776649746,0.09727144241333008,1,1.0,1.0,200,,500,17025.774999693036,0.1531735211610794,2018-08-14 23:06:32,False,1.0,18448.134891033173,0.07179373105367025,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
5999,22002.4990234375,256,None,shapes,3,0,0.9918781725888324,,1.0,10.0,0.9903553299492386,200,0.5,7,20,5197,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,40,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005197-2018-08-14-23-06-32,0.9888324873096448,0.08611273765563965,3,1.0,1.0,200,,500,22867.147290900353,0.10822840034961699,2018-08-14 23:06:32,False,0.95,22008.9735212326,0.16186244487762452,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
6199,18402.88217163086,256,None,shapes,0,0,0.9487309644670052,,1.0,10.0,0.949238578680203,200,0.5,2,20,5198,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,20,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005198-2018-08-14-23-06-32,0.9477157360406092,0.0950303077697754,0,1.0,1.0,200,,500,18501.410975813866,0.13088548183441162,2018-08-14 23:06:32,False,1.0,18403.948167085648,0.0532997727394104,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
6399,22207.37646484375,256,None,shapes,3,0,0.9923857868020304,,1.0,10.0,0.9928934010152284,200,0.5,1,20,5199,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,100,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005199-2018-08-14-23-06-32,0.9923857868020304,0.08923482894897461,3,1.0,1.0,200,,500,22043.911773726344,0.09024052321910858,2018-08-14 23:06:32,False,0.96,22219.821083068848,0.12444618225097655,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
6599,12234.0240625,256,None,shapes,0,0,0.9944162436548224,,1.0,10.0,0.9944162436548224,200,0.5,6,20,5200,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005200-2018-08-14-23-06-32,0.9944162436548224,0.09337496757507324,0,1.0,1.0,200,,500,12082.981231682004,0.024688713252544403,2018-08-14 23:06:32,False,0.998,12248.190554485322,0.028332983970642087,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
6799,18288.818634033203,256,None,shapes,0,0,0.9888324873096448,,1.0,10.0,0.9888324873096448,200,0.5,1,20,5201,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,10,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005201-2018-08-14-23-06-32,0.9888324873096448,0.0889430046081543,0,1.0,1.0,200,,500,17905.30282780528,0.08261296153068542,2018-08-14 23:06:32,False,1.0,18289.146411418915,0.03277773857116699,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
6999,20470.861328125,256,None,shapes,3,0,0.9477157360406092,,1.0,10.0,0.9472081218274112,200,0.5,4,20,5202,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,40,,sn,sn (vae init),,exman-train-bnn.py/runs/005202-2018-08-14-23-06-32,0.9446700507614212,0.1138010025024414,3,1.0,1.0,200,,500,20471.11117562652,0.24984750151634216,2018-08-14 23:06:32,False,1.0,20474.677421092987,0.09540232419967652,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
7199,20469.80859375,256,None,shapes,3,0,0.8934010152284264,,1.0,10.0,0.8934010152284264,200,0.5,3,20,5203,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,30,,sn,sn (vae init),,exman-train-bnn.py/runs/005203-2018-08-14-23-06-32,0.8873096446700508,0.08311200141906737,3,1.0,1.0,200,,500,20470.145623624325,0.3370298743247986,2018-08-14 23:06:32,False,1.0,20472.421119451523,0.0870841900507609,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
7399,21365.492919921875,256,None,shapes,1,0,0.9461928934010152,,1.0,10.0,0.9456852791878172,200,0.5,3,20,5204,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,20,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005204-2018-08-14-23-06-32,0.9451776649746192,0.08876419067382812,1,1.0,1.0,200,,500,19088.21322876215,0.1523767113685608,2018-08-14 23:06:32,False,1.0,21366.244821071625,0.037595057487487794,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
7599,20467.564453125,256,None,shapes,1,0,0.7329949238578679,,1.0,10.0,0.733502538071066,200,0.5,6,20,5205,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,10,,sn,sn (vae init),,exman-train-bnn.py/runs/005205-2018-08-14-23-06-32,0.7365482233502538,0.10891032218933104,1,1.0,1.0,200,,500,20468.42703640461,0.8625832796096802,2018-08-14 23:06:32,False,1.0,20468.267370462418,0.07029173374176026,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
7799,20073.27685546875,256,None,shapes,1,0,0.901015228426396,,1.0,10.0,0.901522842639594,200,0.5,2,20,5206,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,10,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005206-2018-08-14-23-06-32,0.9025380710659898,0.09192609786987303,1,1.0,1.0,200,,500,17940.190258592367,0.36860331892967213,2018-08-14 23:06:32,False,1.0,20073.66769194603,0.03908364772796631,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
7999,20468.466796875,256,None,shapes,1,0,0.8253807106598985,,1.0,10.0,0.8243654822335026,200,0.5,7,20,5207,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,20,,sn,sn (vae init),,exman-train-bnn.py/runs/005207-2018-08-14-23-06-32,0.8218274111675127,0.14050674438476562,1,1.0,1.0,200,,500,20469.11852914095,0.6517322659492493,2018-08-14 23:06:32,False,1.0,20469.65206360817,0.059263336658477786,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
8199,19566.584838867188,256,None,shapes,0,0,0.9913705583756344,,1.0,10.0,0.9918781725888324,200,0.5,5,20,5208,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,100,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005208-2018-08-14-23-06-32,0.9913705583756344,0.08638358116149902,0,1.0,1.0,200,,500,18902.841235447675,0.0569031722843647,2018-08-14 23:06:32,False,1.0,19571.846194267277,0.05261355400085449,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
8399,20470.2421875,256,None,shapes,1,0,0.9522842639593908,,1.0,10.0,0.9527918781725888,200,0.5,2,20,5209,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,40,,sn,sn (vae init),,exman-train-bnn.py/runs/005209-2018-08-14-23-06-32,0.950253807106599,0.08437323570251465,1,1.0,1.0,200,,500,20470.44505779445,0.2028702944517136,2018-08-14 23:06:32,False,1.0,20472.959137916565,0.06792376041412354,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
8599,17938.919921875,256,None,shapes,3,0,0.9974619289340102,,1.0,10.0,0.9974619289340102,200,0.5,6,20,5210,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,sn,sn (vae init),,exman-train-bnn.py/runs/005210-2018-08-14-23-07-25,0.9974619289340102,0.14401984214782715,3,1.0,1.0,200,,500,17938.94447389804,0.02455202303826809,2018-08-14 23:07:25,False,1.0,17947.98325586319,0.018126667976379397,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
8799,14062.203986328124,256,None,shapes,3,0,0.9923857868020304,,1.0,10.0,0.9918781725888324,200,0.5,2,20,5211,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005211-2018-08-14-23-07-25,0.9908629441624366,0.15615463256835938,3,1.0,1.0,200,,500,14123.494099792093,0.046834167093038566,2018-08-14 23:07:25,False,0.982,14093.574455421447,0.06274093818664551,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
8999,22736.96875,256,None,shapes,1,0,0.6918781725888324,,1.0,10.0,0.6934010152284263,200,0.5,6,20,5212,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,sn,sn (vae init),,exman-train-bnn.py/runs/005212-2018-08-14-23-07-25,0.6928934010152284,0.0940876007080078,1,1.0,1.0,200,,500,22737.834493279457,0.8657432794570923,2018-08-14 23:07:25,False,0.9,22741.556854248047,0.4588104248046875,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
9199,432.6487731933594,256,None,shapes,3,0,0.999492385786802,,1.0,10.0,1.0,200,0.5,7,20,5213,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,sn,sn (vae init),,exman-train-bnn.py/runs/005213-2018-08-14-23-07-25,0.9964467005076142,0.216048002243042,3,1.0,1.0,200,,500,432.6635445356369,0.014771342277526855,2018-08-14 23:07:25,False,0.996,479.2487208843231,0.011649986922740935,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
9399,22739.01953125,256,None,shapes,0,0,0.8441624365482233,,1.0,10.0,0.8461928934010152,200,0.5,6,20,5214,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,sn,sn (vae init),,exman-train-bnn.py/runs/005214-2018-08-14-23-07-25,0.850253807106599,0.137556791305542,0,1.0,1.0,200,,500,22739.625387132168,0.6058558821678162,2018-08-14 23:07:25,False,0.95,22747.96219062805,0.4471329689025879,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
9599,22737.412109375,256,None,shapes,0,0,0.8121827411167513,,1.0,10.0,0.8096446700507615,200,0.5,5,20,5215,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,sn,sn (vae init),,exman-train-bnn.py/runs/005215-2018-08-14-23-07-25,0.8060913705583757,0.09160041809082033,0,1.0,1.0,200,,500,22738.141624093056,0.7295147180557251,2018-08-14 23:07:25,False,0.9,22742.657339572906,0.5245230197906494,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
