,KL,bs,config_file,data,data_split_seed,decrease_from,det_test_acc,do,dwp_samples,ens,ens[10]_test_acc,epochs,gamma,gpu_id,hid_dim,id,init,kernel_dim,kl_weight,l2,l2_norm,lamb,log_dir,loss,lr,model,n_classes,name,net_cfg,num_examples,pretrained,prior,prior+init,resume,root,samp_test_acc,sec,seed,start_kl,start_stoch,t,test_acc,test_bs,test_loss,test_nll,time,tmp,train_acc,train_loss,train_nll,vae,vae_hid_dim,vae_var,z_dim
50499,,256,None,shapes,0,0,,0.5,,,0.9654822335025379,100,0.5,0,100,1867,xavier,,,0.0,0.0,,/tmp/,0.2738974983692169,0.0001,shapes,10,vanilla-init-full-grid,vanilla,4000,,,vanilla (xavier init),,exman/runs/001867-2018-08-15-22-08-31,,0.07421064376831055,0,,,100,0.9654822335025379,500,,0.2665531635284424,2018-08-15 22:08:31,False,0.95475,,0.2738974983692169,"./vae/z-dim=2,hidden-dim=32/0/",,,
50599,,256,None,shapes,0,0,,0.5,,,0.8634517766497461,100,0.5,6,500,1868,vae,,,0.0,0.0,,/tmp/,0.0023704529739916325,0.01,shapes,10,vanilla-init-full-grid,vanilla,10,,,vanilla (vae init),,exman/runs/001868-2018-08-15-22-08-31,,0.018204212188720703,0,,,100,0.8634517766497461,500,,0.4166524112224579,2018-08-15 22:08:31,False,1.0,,0.0023704529739916325,"./vae/z-dim=2,hidden-dim=32/0/",,,
50699,,256,None,shapes,1,0,,0.5,,,0.8081218274111676,100,0.5,0,500,1869,vae,,,0.0,0.0,,/tmp/,0.0004658699035644531,0.01,shapes,10,vanilla-init-full-grid,vanilla,10,,,vanilla (vae init),,exman/runs/001869-2018-08-15-22-08-31,,0.017927885055541992,1,,,100,0.8081218274111676,500,,0.7246593236923218,2018-08-15 22:08:31,False,1.0,,0.0004658699035644531,"./vae/z-dim=2,hidden-dim=32/0/",,,
50799,,256,None,shapes,3,0,,0.5,,,0.8233502538071066,100,0.5,6,100,1870,xavier,,,0.0,0.0,,/tmp/,1.056907021522522,0.0001,shapes,10,vanilla-init-full-grid,vanilla,500,,,vanilla (xavier init),,exman/runs/001870-2018-08-15-22-08-31,,0.022486448287963867,3,,,100,0.8233502538071066,500,,1.0575259923934937,2018-08-15 22:08:31,False,0.8079999999999999,,1.056907021522522,"./vae/z-dim=2,hidden-dim=32/0/",,,
50899,,256,None,shapes,1,0,,0.5,,,0.9517766497461928,100,0.5,1,100,1871,xavier,,,0.0,0.0,,/tmp/,0.2653650522232056,0.0001,shapes,10,vanilla-init-full-grid,vanilla,4000,,,vanilla (xavier init),,exman/runs/001871-2018-08-15-22-08-31,,0.07169389724731445,1,,,100,0.9517766497461928,500,,0.26338991522789,2018-08-15 22:08:31,False,0.94925,,0.2653650522232056,"./vae/z-dim=2,hidden-dim=32/0/",,,
50999,,256,None,shapes,3,0,,0.5,,,0.6081218274111675,100,0.5,1,100,1872,xavier,,,0.0,0.0,,/tmp/,1.1977007389068604,0.0001,shapes,10,vanilla-init-full-grid,vanilla,40,,,vanilla (xavier init),,exman/runs/001872-2018-08-15-22-08-31,,0.02037906646728516,3,,,100,0.6081218274111675,500,,1.233981013298035,2018-08-15 22:08:31,False,0.825,,1.1977007389068604,"./vae/z-dim=2,hidden-dim=32/0/",,,
51099,,256,None,shapes,3,0,,0.5,,,0.8284263959390863,100,0.5,6,500,1873,vae,,,0.0,0.0,,/tmp/,0.03276139497756958,0.001,shapes,10,vanilla-init-full-grid,vanilla,20,,,vanilla (vae init),,exman/runs/001873-2018-08-15-22-08-50,,0.018768787384033203,3,,,100,0.8284263959390863,500,,0.9210166931152344,2018-08-15 22:08:50,False,1.0,,0.03276139497756958,"./vae/z-dim=2,hidden-dim=32/0/",,,
51199,,256,None,shapes,0,0,,0.5,,,0.998477157360406,100,0.5,6,500,1874,vae,,,0.0,0.0,,/tmp/,0.003084566151723266,0.01,shapes,10,vanilla-init-full-grid,vanilla,500,,,vanilla (vae init),,exman/runs/001874-2018-08-15-22-08-50,,0.051897525787353516,0,,,100,0.998477157360406,500,,0.008097719401121141,2018-08-15 22:08:50,False,1.0,,0.003084566151723266,"./vae/z-dim=2,hidden-dim=32/0/",,,
51299,,256,None,shapes,0,0,,0.5,,,0.8878172588832487,100,0.5,1,500,1875,vae,,,0.0,0.0,,/tmp/,0.06795375049114227,0.001,shapes,10,vanilla-init-full-grid,vanilla,20,,,vanilla (vae init),,exman/runs/001875-2018-08-15-22-08-50,,0.029407501220703125,0,,,100,0.8878172588832487,500,,0.3105800151824951,2018-08-15 22:08:50,False,1.0,,0.06795375049114227,"./vae/z-dim=2,hidden-dim=32/0/",,,
51399,,256,None,shapes,2,0,,0.5,,,1.0,100,0.5,0,500,1876,vae,,,0.0,0.0,,/tmp/,7.498198735993355e-05,0.01,shapes,10,vanilla-init-full-grid,vanilla,4000,,,vanilla (vae init),,exman/runs/001876-2018-08-15-22-08-50,,0.10304903984069824,2,,,100,1.0,500,,0.00011133627413073557,2018-08-15 22:08:50,False,1.0,,7.498198735993355e-05,"./vae/z-dim=2,hidden-dim=32/0/",,,
51499,,256,None,shapes,2,0,,0.5,,,0.9969543147208122,100,0.5,1,500,1877,vae,,,0.0,0.0,,/tmp/,0.001967993129976093,0.01,shapes,10,vanilla-init-full-grid,vanilla,500,,,vanilla (vae init),,exman/runs/001877-2018-08-15-22-08-50,,0.0394277572631836,2,,,100,0.9969543147208122,500,,0.012094587087631227,2018-08-15 22:08:50,False,1.0,,0.001967993129976093,"./vae/z-dim=2,hidden-dim=32/0/",,,
51599,,256,None,shapes,0,0,,0.5,,,0.9791878172588832,100,0.5,2,500,1878,vae,,,0.0,0.0,,/tmp/,0.003432035446166992,0.01,shapes,10,vanilla-init-full-grid,vanilla,30,,,vanilla (vae init),,exman/runs/001878-2018-08-15-22-08-50,,0.03310966491699219,0,,,100,0.9791878172588832,500,,0.073189876973629,2018-08-15 22:08:50,False,1.0,,0.003432035446166992,"./vae/z-dim=2,hidden-dim=32/0/",,,
51699,,256,None,shapes,3,0,,0.5,,,0.9934010152284264,100,0.5,4,500,1879,vae,,,0.0,0.0,,/tmp/,0.0063394163735210896,0.01,shapes,10,vanilla-init-full-grid,vanilla,100,,,vanilla (vae init),,exman/runs/001879-2018-08-15-22-08-51,,0.02359318733215332,3,,,100,0.9934010152284264,500,,0.03675418719649315,2018-08-15 22:08:51,False,1.0,,0.0063394163735210896,"./vae/z-dim=2,hidden-dim=32/0/",,,
51799,,256,None,shapes,3,0,,0.5,,,0.7817258883248731,100,0.5,0,500,1880,vae,,,0.0,0.0,,/tmp/,0.01700899563729763,0.001,shapes,10,vanilla-init-full-grid,vanilla,10,,,vanilla (vae init),,exman/runs/001880-2018-08-15-22-08-51,,0.02629327774047852,3,,,100,0.7817258883248731,500,,1.1762856245040894,2018-08-15 22:08:51,False,1.0,,0.01700899563729763,"./vae/z-dim=2,hidden-dim=32/0/",,,
51899,,256,None,shapes,1,0,,0.5,,,0.9969543147208122,100,0.5,0,500,1881,vae,,,0.0,0.0,,/tmp/,0.0020493111331015825,0.01,shapes,10,vanilla-init-full-grid,vanilla,500,,,vanilla (vae init),,exman/runs/001881-2018-08-15-22-08-51,,0.023780107498168945,1,,,100,0.9969543147208122,500,,0.007543009240180255,2018-08-15 22:08:51,False,1.0,,0.0020493111331015825,"./vae/z-dim=2,hidden-dim=32/0/",,,
51999,,256,None,shapes,0,0,,0.5,,,0.9736040609137055,100,0.5,1,500,1882,vae,,,0.0,0.0,,/tmp/,0.0029983401764184237,0.01,shapes,10,vanilla-init-full-grid,vanilla,40,,,vanilla (vae init),,exman/runs/001882-2018-08-15-22-08-51,,0.018474340438842773,0,,,100,0.9736040609137055,500,,0.10040943324565887,2018-08-15 22:08:51,False,1.0,,0.0029983401764184237,"./vae/z-dim=2,hidden-dim=32/0/",,,
52099,,256,None,shapes,3,0,,0.5,,,1.0,100,0.5,1,500,1883,vae,,,0.0,0.0,,/tmp/,7.699990272521973e-05,0.01,shapes,10,vanilla-init-full-grid,vanilla,4000,,,vanilla (vae init),,exman/runs/001883-2018-08-15-22-08-51,,0.06851363182067871,3,,,100,1.0,500,,0.00033849506871774787,2018-08-15 22:08:51,False,1.0,,7.699990272521973e-05,"./vae/z-dim=2,hidden-dim=32/0/",,,
52199,,256,None,shapes,2,0,,0.5,,,0.8736040609137056,100,0.5,0,500,1884,vae,,,0.0,0.0,,/tmp/,0.002008426235988736,0.01,shapes,10,vanilla-init-full-grid,vanilla,20,,,vanilla (vae init),,exman/runs/001884-2018-08-15-22-08-51,,0.01911139488220215,2,,,100,0.8736040609137056,500,,0.5983034372329712,2018-08-15 22:08:51,False,1.0,,0.002008426235988736,"./vae/z-dim=2,hidden-dim=32/0/",,,
52299,,256,None,shapes,3,0,,0.5,,,0.9614213197969544,100,0.5,0,500,1885,vae,,,0.0,0.0,,/tmp/,0.001570494961924851,0.01,shapes,10,vanilla-init-full-grid,vanilla,30,,,vanilla (vae init),,exman/runs/001885-2018-08-15-22-08-51,,0.018412113189697262,3,,,100,0.9614213197969544,500,,0.13319788873195648,2018-08-15 22:08:51,False,1.0,,0.001570494961924851,"./vae/z-dim=2,hidden-dim=32/0/",,,
52399,,256,None,shapes,2,0,,0.5,,,0.8837563451776651,100,0.5,4,500,1886,vae,,,0.0,0.0,,/tmp/,0.06309396028518678,0.001,shapes,10,vanilla-init-full-grid,vanilla,20,,,vanilla (vae init),,exman/runs/001886-2018-08-15-22-08-51,,0.02981877326965332,2,,,100,0.8837563451776651,500,,0.3643788993358612,2018-08-15 22:08:51,False,1.0,,0.06309396028518678,"./vae/z-dim=2,hidden-dim=32/0/",,,
52499,,256,None,shapes,3,0,,0.5,,,0.998477157360406,100,0.5,2,500,1887,vae,,,0.0,0.0,,/tmp/,0.003469293111935258,0.01,shapes,10,vanilla-init-full-grid,vanilla,500,,,vanilla (vae init),,exman/runs/001887-2018-08-15-22-08-51,,0.024187803268432617,3,,,100,0.998477157360406,500,,0.006878431886434555,2018-08-15 22:08:51,False,1.0,,0.003469293111935258,"./vae/z-dim=2,hidden-dim=32/0/",,,
52599,,256,None,shapes,1,0,,0.5,,,1.0,100,0.5,6,500,1888,vae,,,0.0,0.0,,/tmp/,9.054142233799212e-05,0.01,shapes,10,vanilla-init-full-grid,vanilla,4000,,,vanilla (vae init),,exman/runs/001888-2018-08-15-22-08-51,,0.0946674346923828,1,,,100,1.0,500,,0.0002442568074911833,2018-08-15 22:08:51,False,1.0,,9.054142233799212e-05,"./vae/z-dim=2,hidden-dim=32/0/",,,
52699,,256,None,shapes,3,0,,0.5,,,0.9730964467005075,100,0.5,6,500,1889,vae,,,0.0,0.0,,/tmp/,0.0038210272323340173,0.01,shapes,10,vanilla-init-full-grid,vanilla,40,,,vanilla (vae init),,exman/runs/001889-2018-08-15-22-08-51,,0.019231557846069336,3,,,100,0.9730964467005075,500,,0.10194491595029832,2018-08-15 22:08:51,False,1.0,,0.0038210272323340173,"./vae/z-dim=2,hidden-dim=32/0/",,,
52799,,256,None,shapes,1,0,,0.5,,,0.9954314720812184,100,0.5,1,500,1890,vae,,,0.0,0.0,,/tmp/,0.003219881094992161,0.01,shapes,10,vanilla-init-full-grid,vanilla,100,,,vanilla (vae init),,exman/runs/001890-2018-08-15-22-08-51,,0.01923513412475586,1,,,100,0.9954314720812184,500,,0.02096769213676453,2018-08-15 22:08:51,False,1.0,,0.003219881094992161,"./vae/z-dim=2,hidden-dim=32/0/",,,
52899,,256,None,shapes,1,0,,0.5,,,0.8862944162436548,100,0.5,2,500,1891,vae,,,0.0,0.0,,/tmp/,0.0248850230127573,0.001,shapes,10,vanilla-init-full-grid,vanilla,20,,,vanilla (vae init),,exman/runs/001891-2018-08-15-22-08-51,,0.01883983612060547,1,,,100,0.8862944162436548,500,,0.2625877559185028,2018-08-15 22:08:51,False,1.0,,0.0248850230127573,"./vae/z-dim=2,hidden-dim=32/0/",,,
52999,,256,None,shapes,2,0,,0.5,,,0.9715736040609138,100,0.5,6,500,1892,vae,,,0.0,0.0,,/tmp/,0.002912076422944665,0.01,shapes,10,vanilla-init-full-grid,vanilla,30,,,vanilla (vae init),,exman/runs/001892-2018-08-15-22-08-51,,0.021306276321411133,2,,,100,0.9715736040609138,500,,0.08742321282625197,2018-08-15 22:08:51,False,1.0,,0.002912076422944665,"./vae/z-dim=2,hidden-dim=32/0/",,,
53099,,256,None,shapes,1,0,,0.5,,,0.9756345177664976,100,0.5,4,500,1893,vae,,,0.0,0.0,,/tmp/,0.0016005674842745064,0.01,shapes,10,vanilla-init-full-grid,vanilla,30,,,vanilla (vae init),,exman/runs/001893-2018-08-15-22-08-51,,0.029425859451293945,1,,,100,0.9756345177664976,500,,0.06226618215441704,2018-08-15 22:08:51,False,1.0,,0.0016005674842745064,"./vae/z-dim=2,hidden-dim=32/0/",,,
53199,,256,None,shapes,3,0,,0.5,,,0.8116751269035533,100,0.5,1,500,1894,vae,,,0.0,0.0,,/tmp/,0.0005912065389566122,0.01,shapes,10,vanilla-init-full-grid,vanilla,20,,,vanilla (vae init),,exman/runs/001894-2018-08-15-22-08-51,,0.0231783390045166,3,,,100,0.8116751269035533,500,,2.1146228313446045,2018-08-15 22:08:51,False,1.0,,0.0005912065389566122,"./vae/z-dim=2,hidden-dim=32/0/",,,
53299,,256,None,shapes,2,0,,0.5,,,0.8477157360406091,100,0.5,6,500,1895,vae,,,0.0,0.0,,/tmp/,0.03946065902709961,0.001,shapes,10,vanilla-init-full-grid,vanilla,10,,,vanilla (vae init),,exman/runs/001895-2018-08-15-22-08-51,,0.018826723098754883,2,,,100,0.8477157360406091,500,,0.4514397978782654,2018-08-15 22:08:51,False,1.0,,0.03946065902709961,"./vae/z-dim=2,hidden-dim=32/0/",,,
53399,,256,None,shapes,0,0,,0.5,,,0.868020304568528,100,0.5,2,500,1896,vae,,,0.0,0.0,,/tmp/,0.06807257980108261,0.001,shapes,10,vanilla-init-full-grid,vanilla,10,,,vanilla (vae init),,exman/runs/001896-2018-08-15-22-08-51,,0.018305540084838867,0,,,100,0.868020304568528,500,,0.304379403591156,2018-08-15 22:08:51,False,1.0,,0.06807257980108261,"./vae/z-dim=2,hidden-dim=32/0/",,,
53499,,256,None,shapes,0,0,,0.5,,,1.0,100,0.5,4,500,1897,vae,,,0.0,0.0,,/tmp/,0.00010266983497422187,0.01,shapes,10,vanilla-init-full-grid,vanilla,4000,,,vanilla (vae init),,exman/runs/001897-2018-08-15-22-08-51,,0.08522605895996094,0,,,100,1.0,500,,0.0002124808233929798,2018-08-15 22:08:51,False,1.0,,0.00010266983497422187,"./vae/z-dim=2,hidden-dim=32/0/",,,
53599,,256,None,shapes,2,0,,0.5,,,0.9553299492385788,100,0.5,4,500,1898,vae,,,0.0,0.0,,/tmp/,0.003155779791995883,0.01,shapes,10,vanilla-init-full-grid,vanilla,40,,,vanilla (vae init),,exman/runs/001898-2018-08-15-22-08-51,,0.01937413215637207,2,,,100,0.9553299492385788,500,,0.10135963559150696,2018-08-15 22:08:51,False,1.0,,0.003155779791995883,"./vae/z-dim=2,hidden-dim=32/0/",,,
53699,,256,None,shapes,1,0,,0.5,,,0.9751269035532996,100,0.5,2,500,1899,vae,,,0.0,0.0,,/tmp/,0.0018135547870770095,0.01,shapes,10,vanilla-init-full-grid,vanilla,40,,,vanilla (vae init),,exman/runs/001899-2018-08-15-22-08-51,,0.021594762802124023,1,,,100,0.9751269035532996,500,,0.06443064659833908,2018-08-15 22:08:51,False,1.0,,0.0018135547870770095,"./vae/z-dim=2,hidden-dim=32/0/",,,
53799,,256,None,shapes,0,0,,0.5,,,0.9873096446700508,100,0.5,0,500,1900,vae,,,0.0,0.0,,/tmp/,0.004431428853422403,0.01,shapes,10,vanilla-init-full-grid,vanilla,100,,,vanilla (vae init),,exman/runs/001900-2018-08-15-22-08-51,,0.02084183692932129,0,,,100,0.9873096446700508,500,,0.030715443193912506,2018-08-15 22:08:51,False,1.0,,0.004431428853422403,"./vae/z-dim=2,hidden-dim=32/0/",,,
53899,,256,None,shapes,2,0,,0.5,,,0.9832487309644671,100,0.5,2,500,1901,vae,,,0.0,0.0,,/tmp/,0.0035700625739991665,0.01,shapes,10,vanilla-init-full-grid,vanilla,100,,,vanilla (vae init),,exman/runs/001901-2018-08-15-22-08-51,,0.02069544792175293,2,,,100,0.9832487309644671,500,,0.04034309834241867,2018-08-15 22:08:51,False,1.0,,0.0035700625739991665,"./vae/z-dim=2,hidden-dim=32/0/",,,
53999,,256,None,shapes,1,0,,0.5,,,0.7984771573604061,100,0.5,4,500,1902,vae,,,0.0,0.0,,/tmp/,0.01916251145303249,0.001,shapes,10,vanilla-init-full-grid,vanilla,10,,,vanilla (vae init),,exman/runs/001902-2018-08-15-22-08-51,,0.029348850250244137,1,,,100,0.7984771573604061,500,,0.512125551700592,2018-08-15 22:08:51,False,1.0,,0.01916251145303249,"./vae/z-dim=2,hidden-dim=32/0/",,,
54099,,256,None,shapes,3,0,,0.5,,,0.9629441624365482,100,0.5,2,500,1903,vae,,,0.0,0.0,,/tmp/,0.10419102013111116,0.001,shapes,10,vanilla-init-full-grid,vanilla,40,,,vanilla (vae init),,exman/runs/001903-2018-08-15-22-09-07,,0.01783299446105957,3,,,100,0.9629441624365482,500,,0.15836171805858612,2018-08-15 22:09:07,False,0.975,,0.10419102013111116,"./vae/z-dim=2,hidden-dim=32/0/",,,
54199,,256,None,shapes,1,0,,0.5,,,0.963959390862944,100,0.5,6,500,1904,vae,,,0.0,0.0,,/tmp/,0.6541497707366943,0.0001,shapes,10,vanilla-init-full-grid,vanilla,30,,,vanilla (vae init),,exman/runs/001904-2018-08-15-22-09-07,,0.020480871200561523,1,,,100,0.963959390862944,500,,0.6853322386741638,2018-08-15 22:09:07,False,1.0,,0.6541497707366943,"./vae/z-dim=2,hidden-dim=32/0/",,,
54299,,256,None,shapes,0,0,,0.5,,,1.0,100,0.5,1,500,1905,vae,,,0.0,0.0,,/tmp/,0.0013965829573571679,0.001,shapes,10,vanilla-init-full-grid,vanilla,4000,,,vanilla (vae init),,exman/runs/001905-2018-08-15-22-09-07,,0.0742197036743164,0,,,100,1.0,500,,0.0016454405849799516,2018-08-15 22:09:07,False,1.0,,0.0013965829573571679,"./vae/z-dim=2,hidden-dim=32/0/",,,
54399,,256,None,shapes,2,0,,0.5,,,0.9842639593908629,100,0.5,0,500,1906,vae,,,0.0,0.0,,/tmp/,0.09860961884260178,0.001,shapes,10,vanilla-init-full-grid,vanilla,100,,,vanilla (vae init),,exman/runs/001906-2018-08-15-22-09-07,,0.020551681518554688,2,,,100,0.9842639593908629,500,,0.11097525805234908,2018-08-15 22:09:07,False,1.0,,0.09860961884260178,"./vae/z-dim=2,hidden-dim=32/0/",,,
54499,,256,None,shapes,1,0,,0.5,,,0.97005076142132,100,0.5,1,500,1907,vae,,,0.0,0.0,,/tmp/,0.03882869705557823,0.001,shapes,10,vanilla-init-full-grid,vanilla,30,,,vanilla (vae init),,exman/runs/001907-2018-08-15-22-09-07,,0.026363849639892575,1,,,100,0.97005076142132,500,,0.11501510441303253,2018-08-15 22:09:07,False,1.0,,0.03882869705557823,"./vae/z-dim=2,hidden-dim=32/0/",,,
54599,,256,None,shapes,3,0,,0.5,,,0.9604060913705584,100,0.5,4,500,1908,vae,,,0.0,0.0,,/tmp/,0.06341714411973952,0.001,shapes,10,vanilla-init-full-grid,vanilla,30,,,vanilla (vae init),,exman/runs/001908-2018-08-15-22-09-07,,0.02539849281311035,3,,,100,0.9604060913705584,500,,0.16240383684635162,2018-08-15 22:09:07,False,1.0,,0.06341714411973952,"./vae/z-dim=2,hidden-dim=32/0/",,,
54699,,256,None,shapes,2,0,,0.5,,,0.9969543147208122,100,0.5,6,500,1909,vae,,,0.0,0.0,,/tmp/,0.039281461507081984,0.001,shapes,10,vanilla-init-full-grid,vanilla,500,,,vanilla (vae init),,exman/runs/001909-2018-08-15-22-09-07,,0.029621124267578125,2,,,100,0.9969543147208122,500,,0.044490493834018714,2018-08-15 22:09:07,False,1.0,,0.039281461507081984,"./vae/z-dim=2,hidden-dim=32/0/",,,
54799,,256,None,shapes,1,0,,0.5,,,0.9974619289340102,100,0.5,4,500,1910,vae,,,0.0,0.0,,/tmp/,0.02719940610229969,0.001,shapes,10,vanilla-init-full-grid,vanilla,500,,,vanilla (vae init),,exman/runs/001910-2018-08-15-22-09-07,,0.035251617431640625,1,,,100,0.9974619289340102,500,,0.03346836194396019,2018-08-15 22:09:07,False,1.0,,0.02719940610229969,"./vae/z-dim=2,hidden-dim=32/0/",,,
54899,,256,None,shapes,1,0,,0.5,,,0.9137055837563453,100,0.5,0,500,1911,vae,,,0.0,0.0,,/tmp/,0.6241442561149597,0.0001,shapes,10,vanilla-init-full-grid,vanilla,20,,,vanilla (vae init),,exman/runs/001911-2018-08-15-22-09-07,,0.02680683135986328,1,,,100,0.9137055837563453,500,,0.6962410807609558,2018-08-15 22:09:07,False,1.0,,0.6241442561149597,"./vae/z-dim=2,hidden-dim=32/0/",,,
54999,,256,None,shapes,2,0,,0.5,,,0.8984771573604061,100,0.5,1,500,1912,vae,,,0.0,0.0,,/tmp/,0.6777190566062927,0.0001,shapes,10,vanilla-init-full-grid,vanilla,20,,,vanilla (vae init),,exman/runs/001912-2018-08-15-22-09-07,,0.03374052047729492,2,,,100,0.8984771573604061,500,,0.7708109617233276,2018-08-15 22:09:07,False,0.95,,0.6777190566062927,"./vae/z-dim=2,hidden-dim=32/0/",,,
55099,,256,None,shapes,0,0,,0.5,,,0.8624365482233503,100,0.5,0,500,1913,vae,,,0.0,0.0,,/tmp/,0.6792159676551819,0.0001,shapes,10,vanilla-init-full-grid,vanilla,10,,,vanilla (vae init),,exman/runs/001913-2018-08-15-22-09-07,,0.021064281463623047,0,,,100,0.8624365482233503,500,,0.780624270439148,2018-08-15 22:09:07,False,0.9,,0.6792159676551819,"./vae/z-dim=2,hidden-dim=32/0/",,,
55199,,256,None,shapes,3,0,,0.5,,,0.8010152284263959,100,0.5,4,500,1914,vae,,,0.0,0.0,,/tmp/,0.5567510724067688,0.0001,shapes,10,vanilla-init-full-grid,vanilla,10,,,vanilla (vae init),,exman/runs/001914-2018-08-15-22-09-07,,0.01905536651611328,3,,,100,0.8010152284263959,500,,0.7713466286659241,2018-08-15 22:09:07,False,1.0,,0.5567510724067688,"./vae/z-dim=2,hidden-dim=32/0/",,,
55299,,256,None,shapes,0,0,,0.5,,,0.9888324873096448,100,0.5,4,500,1915,vae,,,0.0,0.0,,/tmp/,0.0925373062491417,0.001,shapes,10,vanilla-init-full-grid,vanilla,100,,,vanilla (vae init),,exman/runs/001915-2018-08-15-22-09-07,,0.03245878219604492,0,,,100,0.9888324873096448,500,,0.11945930868387222,2018-08-15 22:09:07,False,1.0,,0.0925373062491417,"./vae/z-dim=2,hidden-dim=32/0/",,,
55399,,256,None,shapes,1,0,,0.5,,,0.9771573604060914,100,0.5,0,500,1916,vae,,,0.0,0.0,,/tmp/,0.04211186617612839,0.001,shapes,10,vanilla-init-full-grid,vanilla,40,,,vanilla (vae init),,exman/runs/001916-2018-08-15-22-09-07,,0.02945828437805176,1,,,100,0.9771573604060914,500,,0.1005370169878006,2018-08-15 22:09:07,False,1.0,,0.04211186617612839,"./vae/z-dim=2,hidden-dim=32/0/",,,
55499,,256,None,shapes,0,0,,0.5,,,0.8802030456852792,100,0.5,6,500,1917,vae,,,0.0,0.0,,/tmp/,0.6735960245132446,0.0001,shapes,10,vanilla-init-full-grid,vanilla,20,,,vanilla (vae init),,exman/runs/001917-2018-08-15-22-09-07,,0.03800201416015625,0,,,100,0.8802030456852792,500,,0.7435038685798645,2018-08-15 22:09:07,False,1.0,,0.6735960245132446,"./vae/z-dim=2,hidden-dim=32/0/",,,
55599,,256,None,shapes,0,0,,0.5,,,0.9969543147208122,100,0.5,2,500,1918,vae,,,0.0,0.0,,/tmp/,0.04840845254063606,0.001,shapes,10,vanilla-init-full-grid,vanilla,500,,,vanilla (vae init),,exman/runs/001918-2018-08-15-22-09-07,,0.025037765502929688,0,,,100,0.9969543147208122,500,,0.0457511693239212,2018-08-15 22:09:07,False,0.998,,0.04840845254063606,"./vae/z-dim=2,hidden-dim=32/0/",,,
55699,,256,None,shapes,3,0,,0.5,,,0.9964467005076142,100,0.5,0,500,1919,vae,,,0.0,0.0,,/tmp/,0.048201661914587024,0.001,shapes,10,vanilla-init-full-grid,vanilla,500,,,vanilla (vae init),,exman/runs/001919-2018-08-15-22-09-07,,0.04127287864685058,3,,,100,0.9964467005076142,500,,0.03856812790036202,2018-08-15 22:09:07,False,0.992,,0.048201661914587024,"./vae/z-dim=2,hidden-dim=32/0/",,,
55799,,256,None,shapes,3,0,,0.5,,,0.8421319796954315,100,0.5,2,500,1920,vae,,,0.0,0.0,,/tmp/,0.6258753538131714,0.0001,shapes,10,vanilla-init-full-grid,vanilla,20,,,vanilla (vae init),,exman/runs/001920-2018-08-15-22-09-07,,0.02841973304748535,3,,,100,0.8421319796954315,500,,0.7440522909164429,2018-08-15 22:09:07,False,1.0,,0.6258753538131714,"./vae/z-dim=2,hidden-dim=32/0/",,,
55899,,256,None,shapes,2,0,,0.5,,,0.6609137055837564,100,0.5,2,500,1921,vae,,,0.0,0.0,,/tmp/,0.6576710939407349,0.0001,shapes,10,vanilla-init-full-grid,vanilla,10,,,vanilla (vae init),,exman/runs/001921-2018-08-15-22-09-07,,0.016947269439697266,2,,,100,0.6609137055837564,500,,0.8067681193351746,2018-08-15 22:09:07,False,0.9,,0.6576710939407349,"./vae/z-dim=2,hidden-dim=32/0/",,,
55999,,256,None,shapes,2,0,,0.5,,,0.9736040609137055,100,0.5,1,500,1922,vae,,,0.0,0.0,,/tmp/,0.08995947241783142,0.001,shapes,10,vanilla-init-full-grid,vanilla,40,,,vanilla (vae init),,exman/runs/001922-2018-08-15-22-09-07,,0.028751850128173825,2,,,100,0.9736040609137055,500,,0.14527735114097595,2018-08-15 22:09:07,False,1.0,,0.08995947241783142,"./vae/z-dim=2,hidden-dim=32/0/",,,
56099,,256,None,shapes,0,0,,0.5,,,0.965989847715736,100,0.5,4,500,1923,vae,,,0.0,0.0,,/tmp/,0.6958410739898682,0.0001,shapes,10,vanilla-init-full-grid,vanilla,30,,,vanilla (vae init),,exman/runs/001923-2018-08-15-22-09-07,,0.018430233001708984,0,,,100,0.965989847715736,500,,0.7315614819526672,2018-08-15 22:09:07,False,1.0,,0.6958410739898682,"./vae/z-dim=2,hidden-dim=32/0/",,,
56199,,256,None,shapes,3,0,,0.5,,,0.9923857868020304,100,0.5,1,500,1924,vae,,,0.0,0.0,,/tmp/,0.09397299587726593,0.001,shapes,10,vanilla-init-full-grid,vanilla,100,,,vanilla (vae init),,exman/runs/001924-2018-08-15-22-09-07,,0.03913021087646485,3,,,100,0.9923857868020304,500,,0.09592192620038986,2018-08-15 22:09:07,False,0.99,,0.09397299587726593,"./vae/z-dim=2,hidden-dim=32/0/",,,
56299,,256,None,shapes,1,0,,0.5,,,0.7781725888324873,100,0.5,1,500,1925,vae,,,0.0,0.0,,/tmp/,0.5672602653503418,0.0001,shapes,10,vanilla-init-full-grid,vanilla,10,,,vanilla (vae init),,exman/runs/001925-2018-08-15-22-09-07,,0.021956682205200195,1,,,100,0.7781725888324873,500,,0.7440548539161682,2018-08-15 22:09:07,False,1.0,,0.5672602653503418,"./vae/z-dim=2,hidden-dim=32/0/",,,
